Macro_Nicho,Sub_Nicho,Detalle_Producto,Rating,Review
grocery gourmet food,pantry staples,cooking baking supplies,4.0,These are really good and I really wish they were good for us.
baby products,feeding,highchairs booster seats,5.0,"This is perfect. I had bought a high chair that I was not very pleased with due to inferior quality, but when I added this little pink gingham cover, it really looked nice. It added the charm I was looking to spruce up the high chair."
grocery gourmet food,pantry staples,sauces,5.0,This is the hottest Chili paste you will ever find. Just 1 Tsp. Heated up a cassarole nicely. Add more or less to taste of this product or just add it at the table. You will love it.
baby products,feeding,breastfeeding,5.0,"I use this pump all the time- for 95% of my baby's feedings. I actually have 2 of them. I keep one in the car with a clean bottle at all times and one in the house. The pump is easy to clean, and comes with spare parts. This manual pump is comfortable to use. I know that all of the experts recommend electric pumps, but I have done just fine using this manual pump and saved a ton of money over the electric pumps. The Avent bottles fit directly only this pump, so it's quick and simple to take the full bottle off the pump and either freeze it with a sealing disc, feed your baby by putting on a nipple top, or store it in the fridge with a nipple top & storage cap. I must note however that 1 of my pumps is the older version of this model and the other is the newest version. The newest and current version leaks a little where the screw on grooves from the pump meet the bottle, as the older version with a different part did not. So, just be a bit careful when using this otherwise you'll have drops of milk on your clothes!"
baby products,feeding,bottle feeding,5.0,"My friend is a recent mom, and she is so busy sometimes she has no time to clean bottles. Did her a favor and got her a pack, but you can still go through these on one day."
grocery gourmet food,beverages,water,5.0,"I bought bottles of this stuff because of its purity. I have a VPI record washing machine to get the gunk out of the grooves in my record collection. You basically scrub the records and vacuum the glop off using a mix of water and detergent. This water is so pure it ever sinks deeper in the grooves and is a visably better penetrating fluid compared to distilled water much less tap (OH NO!) water with all its impurities. You wouldn't believe how great my records play once they are deep cleaned. My wife can always tell when I am playing vinyl instead of a CD ""It just sounds more alive""---she says. This water is highly recommended for this purpose. I may even drink some of it sometime to see what all the fuss is about."
grocery gourmet food,snack food,chips crisps,5.0,"I try to be good, but when I feel like indulging in some delicious, gourmet potato chips, these New York Chedder potato chips are the first flavor I like to go for, when I see them at the natural food store. The chips are tangy and crunchy and satisfy your potato chip fix like no other brand."
health personal care,health care,foot care,1.0,"This is a terrible product and a horrible company. Delivery was very slow and inserts were intolerable. I promptly returned product, but did not receive refund, despite many phone calls. Beware of how much you're paying for nonrefundable shipping and handling if you're ordering directly from WalkFit - $29.85!!"
health personal care,health care,pain relievers,5.0,A replacement for the shellfish based chondroitin and glucosimineThe dose is smaller but the results are equal at least -I have found them to be superior. They are however somewhat expensive.
grocery gourmet food,pantry staples,packaged meals side dishes,5.0,"This item is so easy to make. Just pop it in the micowave for 90 seconds, and you have yourself a delicious, healthy meal. I love it!"
